headline_text,article_url,article_preview,date,author
"'I was heading to an early death': Nadia Sawalha admits having daughter Maddy, 19, 'saved her life' as becoming a mum was the 'turning point' after years of heavy drinking and partying",/tvshowbiz/article-10449117/Nadia-Sawalha-admits-having-daughter-Maddy-saved-life-heading-early-death.html,"The Loose Women star, 57, admitted that having her daughter Maddy had 'saved her life' as she feared she was 'heading to an early death' following years of heavy drinking and partying.",2022-01-27 18:40:50,Niomi Harris For Mailonline
Katie Price reveals horses became her 'safe space' when she was admitted to The Priory in 2019 for trauma and details 'how bad' her depression got,/tvshowbiz/article-10449121/Katie-Price-reveals-horses-safe-space-admitted-Priory.html,Katie Price has revealed her beloved pet horses became 'her safe space' when she spent time in The Priory in 2019.,2022-01-27 18:49:43,Aisha Nozari For Mailonline
'Hell yeah!' Madonna says she wants to tour with Britney Spears and 're-enact' their iconic kiss at the MTV Video Music Awards in 2003,/tvshowbiz/article-10447347/Hell-yeah-Madonna-says-wants-tour-Britney-Spears-enact-2003-kiss.html,"In an Instagram Live stream on Tuesday, the Material Girl singer, 63, invited Britney, 40, to share another intimate smooch like at the MTV Video Music Awards in 2003.",2022-01-27 18:50:02,Jonathan Rose For Mailonline
Demi Lovato takes a dig at ex-fiancé Max Enrich saying a vibrator is better than being with him as he responds he has 'never have complaints',/tvshowbiz/article-10449081/Demi-Lovato-takes-dig-ex-fianc-Max-Enrich-saying-adult-toys-better-responds.html,Demi Lovato wasn't holding back their feelings when they harshly rated their ex-fiancé Max Enrich's performance in bed two days ago.,2022-01-27 18:50:56,Sonia Horon For Dailymail.Com
Kristen Stewart fondly recalls almost getting to work with Nicole Kidman in 2002's Panic Room and reveals the fun Christmas gift she got from the actress when she was 10,/tvshowbiz/article-10449135/Kristen-Stewart-fondly-recalls-Nicole-Kidman-giving-walkie-talkies-10.html,"Kristen Stewart, 31, missed out on Nicole Kidman, 54, playing her mom in her breakout film, Panic Room, but did get a nice parting gift from the Australian-American star: a pair of walkie-talkies.",2022-01-27 18:57:02,Caitlyn Becker For Dailymail.com
'I'm really gutted... it would've  helped me out!' Kerry Katona says Katie Price didn't use her  referral code while launching OnlyFans... despite Atomic Kitten star introducing her to the site!,/tvshowbiz/article-10448697/Kerry-Katona-reveals-gutted-Katie-Price-didnt-use-OnlyFans-referral-code.html,"Kerry Katona, 41, revealed on Thursday that she was 'the one who encouraged' Katie Price, 43, to join OnlyFans and she is 'gutted' Katie didn't use her  referral code.",2022-01-27 19:09:11,Ellen Coughlan For Mailonline
"'Calories were burned and endorphins be high!' Ashley Roberts, 40, gives a glimpse at her rock hard midriff as she hits the gym for vertical climbing class",/tvshowbiz/article-10448987/Ashley-Roberts-gives-glimpse-midriff-gym-locker-room.html,"Ashley Roberts, 40, showed off her fit physique as she flashed her midriff in some activewear as she hit the gym for a training session with pals in London on Thursday.",2022-01-27 19:20:54,Owen Tonks For Mailonline
Taylor Swift fan arrested after he 'crashed his car into her NYC apartment building and attempted to rip intercom off the wall',/tvshowbiz/article-10449357/Taylor-Swift-fan-arrested-crashed-car-NYC-apartment-building.html,"According to TMZ , the individual in question was taken into custody after he allegedly drove the wrong way down Taylor's street before going in reverse and hitting the building and fire hydrant.",2022-01-27 19:31:49,Christine Rendon For Dailymail.com
'I'm at a point where subtlety bodes me well': TOWIE's Bobby Norris admits he got 'stuck in a rut of having things done' before his face fillers were dissolved,/tvshowbiz/article-10449347/TOWIEs-Bobby-Norris-got-stuck-rut-having-things-having-fillers-dissolved.html,"The former TOWIE star, said he's reached a point in his life when 'sublety bodes him well,' even though he feared how he would look after reversing years of procedures.",2022-01-27 19:44:08,Laura Fox
Girl gone wild in Gucci! Miley Cyrus pushes the limits by opening her legs and unzipping her romper to flash cleavage while in an historic studio,/tvshowbiz/article-10449361/Miley-Cyrus-pushes-limits-opening-legs-unzipping-romper-flash-cleavage.html,Unpredictable pop icon Miley Cyrus has likely pushed the limits for the Italian fashion house with four new images shared to Instagram on Thursday.,2022-01-27 19:48:22,Heidi Parker For Dailymail.com
Paul 'DJ Pauly D' DelVecchio claims MTV owns footage of the Jersey Shore stars having sex: 'They have that footage somewhere',/tvshowbiz/article-10449425/Paul-DJ-Pauly-D-DelVecchio-says-Jersey-Shore-sex-tapes-exist.html,"Paul 'DJ Pauly D' DelVecchio admitted that MTV has video of the Jersey Shore cast members having sex. 'Those tapes exist', Pauly, 41, told the hosts.",2022-01-27 19:52:00,Ashley Hume For Dailymail.Com
Emma Roberts has 'the most beautiful reset possible' in Costa Rica... after split from Garrett Hedlund who has been arrested for public intoxication,/tvshowbiz/article-10449287/Emma-Roberts-vacation-reset-split-Garrett-Hedlund.html,Emma Roberts uploaded an Instagram album that showed her basking in the sun as she enjoyed 'the most beautiful reset possible' in Costa Rica after her split from Garrett Hedlund.,2022-01-27 19:58:05,Sameer Suri
No delays here! Katy Perry adds MORE dates to her complex Las Vegas show... as pop fans fear Adele may never take to the stage in Sin City,/tvshowbiz/article-10449331/Katy-Perry-adds-dates-Las-Vegas-fans-fear-Adele-never-stage.html,"Katy Perry will add 16 more concert dates to her popular Play Las Vegas residency, the star announced on social media Thursday.",2022-01-27 20:03:42,Caitlyn Becker For Dailymail.com
Chloe Ferry leaves VERY little to the imagination in tiny string bikini as she defiantly posts another racy snap after latest photoshop controversy,/tvshowbiz/article-10449435/Chloe-Ferry-leaves-little-imagination-tiny-string-bikini.html,"Chloe Ferry, 26, was longing for summer on Thursday when she took to Instagram to post a photo of herself in a barely-there two-piece bikini.",2022-01-27 20:04:16,Aisha Nozari For Mailonline
"Alesha Dixon, 43, flaunts her abs in a TINY khaki bralette teamed with mustard trousers in sizzling snaps for a new mobile campaign",/tvshowbiz/article-10449427/Alesha-Dixon-43-flaunts-abs-TINY-khaki-bralette-new-mobile-campaign.html,"The TV judge, 43, showcased her sensational figure and toned abs in a tiny khaki bralette in sizzling snaps for a new Sky Mobile campaign shared to Instagram on Thursday.",2022-01-27 20:08:15,Niomi Harris For Mailonline
The sad story of Andrew O'Keefe: New assault allegations against the fallen Channel Seven star are just the latest in a long line of scandals for the one-time Weekend Sunrise host,/tvshowbiz/article-10447699/Andrew-OKeefe-charges-Inside-sad-story-fallen-Seven-star.html,"From once being appointed a Member of the Order of Australia for his extensive television and charity work to Thursday's outburst, the 50-year-old has had a difficult journey over recent years",2022-01-27 20:12:59,D. Lawrance
"Katie Price, 43, visits a fertility clinic with fiancé Carl Woods after insisting she isn't pregnant but intends to have a baby this year - as it's revealed that they have now BOTH joined OnlyFans",/tvshowbiz/article-10448003/Katie-Price-43-visits-fertility-clinic-fianc-Carl-Woods.html,Katie Price has been pictured enterting a fertility clinic with her fiancé Carl Woods after revealing their plans to have a baby together this year.,2022-01-27 20:29:14,Charlotte Dean For Mailonline
'Nobody should ever be forced to inject their body with anything': Marvel star Evangeline Lilly reveals in post that she attended DC anti-vaccine mandate protest where Robert F Kennedy compared US to Nazi Germany and invoked Anne Frank,/tvshowbiz/article-10449349/Evangeline-Lilly-demonstrates-against-COVID-19-vaccine-mandates-pro-choice.html,"Evangeline Lilly took to Instagram on Thursday to share that she attended Robert F. Kennedy's controversial anti-vaccine mandate protest in Washington, D.C. this past weekend.",2022-01-27 20:39:26,Sonia Horon For Dailymail.Com
Pregnant Olivia Bowen puts on jaw-dropping display in semi-sheer lace lingerie as she cradles growing bump,/tvshowbiz/article-10449529/Pregnant-Olivia-Bowen-puts-jaw-dropping-display-semi-sheer-lace-lingerie.html,Pregnant Olivia Bowen proved she's bumping along nicely on Thursday when she slipped into a gorgeous lace and chiffon lingerie set.,2022-01-27 20:52:12,Aisha Nozari For Mailonline
Sad moment Andrew O'Keefe's police van meltdown leads the morning news bulletin on Sunrise - the same breakfast show he used to host - but Edwina Bartholomew makes no reference to his career at Channel 7,/tvshowbiz/article-10449423/Andrew-OKeefes-police-van-meltdown-leads-morning-news-Sunrise.html,Former Weekend Sunrise presenter Andrew O'Keefe was filmed having a screaming meltdown in the back of a police van on Thursday afternoon,2022-01-27 20:54:08,Jo Scrimshire For Daily Mail Australia
"Kate Lawler is filled with 'hypothetical worries' and is 'terrified' to send her daughter Noa, 11-months, to nursery as she has 'second thoughts' ",/tvshowbiz/article-10449001/Kate-Lawler-terrified-send-daughter-Noa-11-months-nursery.html,"Kate Lawler, 41, has revealed that she is having 'second thoughts' on sending her daughter Noa, 11-months, to nursery. ",2022-01-27 20:54:59,Laura Parkin For Mailonline
Peter Dinklage out for a stroll after putting Disney on blast for 'backwards' live-action remake of Snow White prompting the Mouse House's promise not to 'reinforce stereotypes',/tvshowbiz/article-10449525/Peter-Dinklage-stroll-putting-Disney-blast-backwards-remake-Snow-White.html,Peter Dinklage was seen for the first time since he slammed Disney for its 'f**king backwards' planned live-action remake of Snow White and the Seven Dwarfs.,2022-01-27 21:00:49,Caitlyn Becker For Dailymail.com
Kayla Itsines goes Instagram official with her new beau Jae Woodroffe as she reveals they have known each other for years and she is REALLY happy following her split from fiancé Tobi Pearce,/tvshowbiz/article-10449637/Kayla-Itsines-goes-Instagram-official-new-beau-Jae-Woodroffe.html,She has found love again following her heartbreaking split from ex fiancé and business partner Toby Pearce.,2022-01-27 21:04:28,Jade Watkins for Daily Mail Australia
Daisy Lowe displays her curves in royal blue briefs and black bra before sharing an intimate kiss with boyfriend Jordan Saul while posing for LA shoot,/tvshowbiz/article-10449153/Daisy-Lowe-works-curves-silky-royal-blue-panties-black-bra.html,"Daisy Lowe, 33, struck a sultry pose as she stripped to her underwear and rolled up her T-shirt to give a glimpse at her bra and midriff in a new snap released on Wednesday.",2022-01-27 21:10:01,Owen Tonks For Mailonline
From Russia With Love: Bond favourite James Norton cuts a dapper figure as he attends a screening of Nowhere Special in Moscow,/tvshowbiz/article-10449607/From-Russia-Love-Bond-favourite-James-Norton-attends-screening-Special-Moscow.html,"The actor, 36, who is one of the bookies main picks to take over the role of James Bond, was in high spirits as he arrived for the screening, after the film finally reached Russian screens.",2022-01-27 21:10:03,Laura Fox For Mailonline
Kendall Jenner and Hailey Bieber showcase their runway figures in crop tops and leggings at Pilates... after starring in new BOSS campaign,/tvshowbiz/article-10449603/Kendall-Jenner-Hailey-Bieber-showcase-runway-figures-leggings-arrive-Pilates.html,"Kendall Jenner , 26, and Hailey Bieber , 25, showcased their runway physiques as they hit up a hot Pilates class together in West Hollywood on Thursday.",2022-01-27 21:17:28,Christine Rendon For Dailymail.com
'The show wouldn't be the same without them': Coronation Street's 'Bill Roache and Michael Le Vell bag big-money new deals to stay on the soap',/tvshowbiz/article-10449591/Coronation-Streets-Bill-Roache-Michael-Le-Vell-bag-big-money-new-deals-stay-soap.html,Coronation Street's Bill Roache and Michael Le Vell have reportedly landed 'big-money' deals to keep them on the ITV soap.,2022-01-27 21:29:21,Niomi Harris For Mailonline
Red hot! Sam Frost shows off her incredibly toned figure in a tiny bikini at the beach just weeks after quitting Home and Away,/tvshowbiz/article-10449617/Sam-Frost-shows-toned-figure-tiny-bikini-beach-quitting-Home-Away.html,"The former Bachelorette, 32, showed off her toned figure in a tiny red bikini as she soaked up the sun at Culburra Beach on the NSW South Coast",2022-01-27 21:30:57,Chloe-lee Longhetti For Daily Mail Australia
Kim Kardashian and Pete Davidson go to an ESCAPE ROOM and are joined by her sister Khloe for Korean BBQ on another fun date night out in LA,/tvshowbiz/article-10449669/Kim-Kardashian-Pete-Davidson-joined-Khloe-ESCAPE-ROOM-date-night-Korean-BBQ-LA.html,The 41-year-old reality star sported an all-black ensemble for Korean BBQ with her beau and sister Khloe before heading off to an escape room with a few friends.,2022-01-27 21:31:39,Tracy Wright For Dailymail.com
Olivia Munn and John Mulaney 'have become much closer' after the birth of their son Malcolm and are now 'very committed to each other',/tvshowbiz/article-10449691/Olivia-Munn-John-Mulaney-closer-birth-son-Malcolm.html,Olivia Munn and John Mulaney became first time parents when they welcomed son Malcolm Hiệp last year. A source said they have become closer since his birth.,2022-01-27 21:39:02,Ashley Hume
Emilia Clarke means business in a hot pink coat and leather boots as she films an explosive scene for Marvel's Secret Invasion with Kingsley Ben-Adir,/tvshowbiz/article-10449299/Emilia-Clarke-films-explosion-scene-Marvels-Secret-Invasion.html,"The actress, 35, whose character's name is yet to be announced, was joined by co-star Kingsley Ben-Adir as they jumped into a vintage car.",2022-01-27 21:40:36,Laura Parkin For Mailonline
'My t*ts are on the floor!' Pregnant Lauren Goodger reveals she's planning surgery once she gives birth - after announcing she's expecting her second child with ex Charles Drury,/tvshowbiz/article-10449759/Pregnant-Lauren-Goodger-planning-surgery-gives-birth-second-child.html,"The former TOWIE star, 35, who revealed on Monday she's expecting another daughter, joked her breasts are 'on the floor and getting carpet burns,' and she's already looking for a surgeon.",2022-01-27 21:49:37,Laura Fox
Model Gabrielle Epstein leaves almost nothing to the imagination in an outrageously high-cut swimsuit with daring cut-outs: 'This is insane',/tvshowbiz/article-10449677/Model-Gabrielle-Epstein-wears-outrageously-high-cut-swimsuit.html,The barely there ensemble drew attention to Gabrielle's toned legs and ample assets as she struck a series of sultry poses in her kitchen,2022-01-27 21:51:21,Jo Scrimshire For Daily Mail Australia
"EXCLUSIVE: Susie Porter, 51, reveals the secret to her youthful looks and incredible figure",/tvshowbiz/article-10449601/Susie-Porter-51-reveals-secret-youthful-looks.html,"'I run, I walk a lot and still do functional training at F45 six times per week,' the 51-year-old actress told Daily Mail Australia earlier this week",2022-01-27 22:04:10,Ali Daher For Daily Mail Australia
"Danniella Westbrook, 48, vows to be 'fighting fit by next year' as she shares 13-year old throwback and reveals plans for MORE cosmetic surgery before her 50th birthday",/tvshowbiz/article-10449449/Danniella-Westbrook-promises-best-shares-glamorous-throwback-snap.html,"Danniella Westbrook, 48, revealed she plans to have more cosmetic surgery ahead of her 50th birthday as she shared a glam throwback snap on Instagram on Thursday.",2022-01-27 22:10:59,Owen Tonks For Mailonline
EXCLUSIVE 'It really is like going twelve rounds with Fury!' The Apprentice's 'dispatch of the day' Alex Short details the intense pressure of the boardroom,/tvshowbiz/article-10448559/EXC-Apprentices-dispatch-day-Alex-Short-details-intense-pressure-boardroom.html,"For commercial cleaning company owner Alex 27, the intense pressure in the boardroom - which he likened to 'twelve rounds with Fury' - has not left a sour taste in his mouth.",2022-01-27 22:12:33,Millie Payne For Mailonline
Brian Cox reveals what happened when he asked Succession brass about THAT rumor Logan Roy would DIE at end of season one,/tvshowbiz/article-10449581/Brian-Cox-talks-rumor-Succession-character-Logan-Roy-DIE-end-season-one.html,Brian Cox has revealed what happened when he asked the Succession brass about the 'rumor' his character Logan Roy would be killed off at the end of season one. Logan has a stroke on the pilot.,2022-01-27 22:17:44,Sameer Suri For Dailymail.com
Doting uncle Robert Irwin shares sweet photos of his baby niece Grace Warrior as she celebrates turning 10 months old ,/tvshowbiz/article-10449893/Doting-uncle-Robert-Irwin-shares-sweet-photos-baby-niece-Grace-Warrior.html,He is relishing in being an uncle to his sister's adorable baby girl Grace Warrior.,2022-01-27 22:19:58,Jade Watkins for Daily Mail Australia
Gigi and Bella Hadid are the ultimate Versace girls in tight  latex outfits as they are joined by Donatella in the latest campaign for the brand,/tvshowbiz/article-10449569/Gigi-Bella-Hadid-ultimate-Versace-girls-tight-latex-outfits-alongside-Donatella.html,Gigi and Bella Hadid made the latest Versace campaign a family affair.,2022-01-27 22:20:24,Sonia Horon For Dailymail.Com
"Breakfast Club star Ally Sheedy, 59, says she 'learned a lot' from the journey her child, 27, made from Rebecca to Beckett: 'He doesn't hide anything'",/tvshowbiz/article-10449643/Ally-Sheedy-59-says-learned-lot-journey-trans-son-Beckett-27.html,"'I've learned a lot,' the 80s icon told People this week. 'Beck doesn't hide anything.' The St Elmo's Fire star also said: 'And I feel very comfortable talking to anyone.'",2022-01-27 22:21:33,Heidi Parker For Dailymail.com
The Apprentice UK: Alex comes up Short! Candidate is the FOURTH to be fired after disastrous fish challenge as furious Karren Brady calls him out for LYING to Lord Sugar in the boardroom,/tvshowbiz/article-10449763/The-Apprentice-UK-Alex-Short-FOURTH-fired-Karren-calls-LYING-Lord-Sugar.html,Alex Short became the fourth candidate to be fired from The Apprentice UK following this week's disastrous fish challenge which saw Karren Brady call him out for lying to Lord Sugar.,2022-01-27 22:33:32,Niomi Harris
'It's been a hard graft': Emmerdale newcomer Darcy Grey reveals he 'sold dog food at weekends' to get by after pandemic halted acting career,/tvshowbiz/article-10449905/Emmerdale-newcomer-Darcy-Grey-reveals-sold-dog-food-weekends.html,"Emmerdale star Darcy Grey's acting career came to a halt due to the pandemic, meaning he had to sell 'posh dog food at weekends' to get by.",2022-01-27 22:43:37,Aisha Nozari For Mailonline
Megan Fox smolders in a silver cut out top with slacks and jokes about her preppy attire: 'If I were the AP Literature teacher at Euphoria High',/tvshowbiz/article-10449961/Megan-Fox-smolders-silver-cut-slacks-jokes-preppy-attire.html,The 35-year-old actress was in a playful mood with her followers as she joked about her preppy attire: 'If I were the AP Literature teacher at Euphoria High.',2022-01-27 22:46:04,Tracy Wright For Dailymail.com
Robbie Williams surprises two super-fans as he serenades them with a personalised version of hit single Angels in Richard Bacon's new show,/tvshowbiz/article-10449455/Robbie-Williams-surprises-two-super-fans-serenades-version-hit-single-Angels.html,"Robbie Williams, 47, gave two fans the shock of their lives as he filmed for Richard Bacon's upcoming Channel 4 game show, earlier this month.  ",2022-01-27 22:49:34,Laura Parkin For Mailonline
"Nadya 'Octomom' Suleman, 46, wishes her eight youngest children a happy 13th birthday: 'You are all growing into some of the most kind human beings'",/tvshowbiz/article-10449947/Nadya-Octomom-Suleman-46-wishes-eight-youngest-children-happy-13th-birthday.html,"Nadya Suleman's eight youngest children have turned 13-years-old. And the single parent, made a loving post. 'Happy 13th birthday to Nariyah, Isaiah, Maliyah, Jeremiah, Noah, Josiah, Jonah, and Makai!""",2022-01-27 22:51:15,Heidi Parker For Dailymail.com
NRL WAG and Crohn's sufferer Tahlia Giumelli reveals she has 'horrendous bloating and stomach pain' after marrying Rabbitohs star Tom Burgess,/tvshowbiz/article-10449819/NRL-WAG-Crohns-sufferer-Tahlia-Giumelli-suffering-horrendous-bloating-stomach-pain.html,"Sharing a photo to Instagram of herself placing a heat pack on her stomach, Tahlia said she was suffering from 'horrendous bloating and pain'",2022-01-27 22:55:42,Chloe-lee Longhetti For Daily Mail Australia
Kanye West's new girlfriend Julia Fox 'ruffles feathers' with socialite Libbie Mugrabi in Paris ,/tvshowbiz/article-10449937/Kanye-Wests-new-girlfriend-Julia-Fox-ruffles-feathers-socialite-Libbie-Mugrabi-Paris.html,"The site claims Mugrabi approached Kanye's new girlfriend with a modeling job, only to be turned away with a snappy response from Fox herself.",2022-01-27 23:03:07,Christine Rendon For Dailymail.com
"She's just like grandpa Steve! Bindi Irwin reveals the animals at Australia Zoo 'gravitate' to her daughter Grace Warrior, 10 months",/tvshowbiz/article-10449931/Bindi-Irwin-says-animals-Australia-Zoo-gravitate-daughter-Grace.html,Grace's grandma Terri Irwin told Entertainment Tonight: 'She's got that determination that Steve had and that connection with wildlife... Because it is weird to see animals just gravitate to her',2022-01-27 23:14:22,Abi Moustafa For Daily Mail Australia
Drakeo the Ruler's family to file $20 MILLION wrongful death lawsuit against Once Upon a Time in LA festival organizers... after the rapper was stabbed to death backstage,/tvshowbiz/article-10449869/Drakeo-Rulers-family-file-wrongful-death-lawsuit-against-musical-festival-organizers.html,"The family of Drakeo the Ruler, who was stabbed to death in December at the Once Upon a Time in LA festival, said on Thursday that they plan to file a wrongful death lawsuit against Live Nation.",2022-01-27 23:16:49,Brian Marks For Dailymail.com
Karl Stefanovic laughs hysterically as he watches cricket legend Steve Waugh 'demolish' a Cornetto ice cream at the Australian Open,/tvshowbiz/article-10449865/Steve-Waughs-viral-ice-cream-moment-cracks-Karl-Stefanovic.html,Karl Stefanovic enjoyed a laugh at cricket legend Steve Waugh's expense on Friday's episode of the Today show. ,2022-01-27 23:16:53,J. Peterson For Daily Mail Australia
Clean eating Chris Hemsworth enjoys a calorie-laden ice-cream with fairy floss alongside his wife Elsa Pataky and reveals the sweet treat is four weeks' worth of cheat meals in one,/tvshowbiz/article-10449997/Clean-eating-Chris-Hemsworth-enjoys-calorie-laden-ice-cream.html,He follows a strict diet and workout regime to maintain his incredibly ripped physique.,2022-01-27 23:21:40,Jade Watkins for Daily Mail Australia
'It seemed like a no-brainer to get her on board!' Jesy Nelson 'teams up with songwriter who previously worked with Little Mix' after flying to LA for recording session,/tvshowbiz/article-10450019/Jesy-Nelson-teams-Little-Mix-songwriter-new-single.html,"Jesy Nelson has teamed up with Little Mix songwriter Tayla Parx for her new single, according to reports.",2022-01-27 23:29:25,Aisha Nozari For Mailonline
Lana Del Rey flashes underboob in saucy snap... four months after singer quit social media,/tvshowbiz/article-10449849/Lana-Del-Rey-flashes-underboob-saucy-snap-surfaces-fanpage.html,Lana Del Rey turned up the heat in a saucy snap that surfaced on an Instagram fanpage for her this Thursday. The 36-year-old pop star flashed a generous dose of underboob.,2022-01-27 23:33:53,Dailymail.com Reporter
EDEN CONFIDENTIAL: Sold! Kirstie Allsopp is all for some facial renovation ,/tvshowbiz/article-10450033/EDEN-CONFIDENTIAL-Sold-Kirstie-Allsopp-facial-renovation.html,"RICHARD EDEN: Some women in the public eye let themselves age naturally; others pay secret visits to cosmetic surgeons. Kirstie Allsopp, by contrast, is disarmingly honest.",2022-01-27 23:41:21,Richard Eden for The Daily Mail
Roxy Horner sizzles as she goes braless beneath unbuttoned red blazer during glam night out with friends,/tvshowbiz/article-10450085/Roxy-Horner-sizzles-goes-braless-beneath-unbuttoned-red-blazer.html,"Roxy Horner, 30, made quite a statement when she stepped out in London on Thursday to celebrate designer Joshua Kane's engagement.",2022-01-27 23:53:53,Aisha Nozari For Mailonline
Married At First Sight bride Selina Chhaur is left devastated in new trailer after her traditional parents REFUSE to approve her quest for love on TV,/tvshowbiz/article-10449833/MAFS-Australia-Bride-devastated-traditional-parents-REFUSE-approve-quest-love.html,She's the self-proclaimed black sheep of the family who signed up to Married At First Sight in hopes of finding her dream partner.,2022-01-28 00:00:02,Ali Daher For Daily Mail Australia
'People want to hurt you physically or verbally': Love Island's Belle Hassan admits the public are hostile to her because of reality TV fame  following attack which left her afraid to go out,/tvshowbiz/article-10449597/Love-Islands-Belle-Hassan-admits-public-hostile-television-appearance.html,"Belle Hassan, 26, has admitted she's afraid to go out after she was left with a black eye in an attack in December, insisting 'people do want to hurt you physically or verbally'.",2022-01-28 00:06:11,Owen Tonks For Mailonline
Ella Henderson and Max George share their mental health struggles as they join a host of stars in behind-the-scenes video for new NHS Talking Therapies campaign,/tvshowbiz/article-10449329/Ella-Henderson-Max-George-share-mental-health-struggles-new-NHS-campaign-video.html,"Musicians Tom Grennan, Max George and Ella Henderson have shared their mental health struggles in a behind-the-scenes NHS campaign video.",2022-01-28 00:11:01,Niomi Harris For Mailonline
Chelsea fans spot Jorginho's profile on celebrity dating app Raya after Brazilian football ace jets to Miami without girlfriend Catherine Harding and their baby son,/tvshowbiz/article-10450025/Chelsea-fans-spot-Jorginhos-profile-celebrity-dating-app-Raya.html,"The Chelsea FC star, 30,  has travelled to Florida with his teammates for a getaway during the Premier League's winter break, leaving his girlfriend and their son at home.",2022-01-28 00:12:15,Laura Fox For Mailonline
Brad Pitt is not 'secretly dating' Swedish singer Lykke Li and hasn't seen her in 'two years'... despite rumors that they were seen together,/tvshowbiz/article-10450043/Brad-Pitt-not-secretly-dating-Swedish-singer-Lykke-Li-seen-two-years.html,"The 58-year-old Oscar winner is not 'secretly dating' singer Lykke Li, 35, a source told Page Six on Thursday. They claimed the actor hadn't seen her in 'two years.'",2022-01-28 00:14:51,Brian Marks
Arnold Schwarzenegger surprises fans with mysterious Zeus poster for a secret project coming in February... that is likely a Super Bowl ad,/tvshowbiz/article-10450129/Arnold-Schwarzenegger-surprises-fans-mysterious-Zeus-poster.html,"Arnold Schwarzenegger gave his fans and social media followers quite the surprise on Thursday when he released a poster of him as the mighty God of Thunder, Zeus.",2022-01-28 00:15:51,Brian Gallagher For Dailymail.com
"Wild $5,900 detail in Margot Robbie's Chanel outfit as she attends fashion show in Paris",/tvshowbiz/article-10450075/Tr-s-chic-Margot-Robbie-steps-Chanel-fashion-Paris-carries-5-900-bag.html,Australian actress Margot Robbie channeled her inner Parisian chic as she stepped out at the Chanel fashion show in Paris on Tuesday. ,2022-01-28 00:21:44,Chloe-lee Longhetti For Daily Mail Australia
Paris Hilton bundles up wearing a gorgeous teal coat for a walk with her pet pooch in New York City,/tvshowbiz/article-10450225/Paris-Hilton-bundles-wearing-gorgeous-teal-coat-walk-pet-pooch-New-York-City.html,The 40-year-old socialite looked chic-as-can-be despite the brisk winter weather as she scooped up her pet pooch for a stroll in Manhattan.,2022-01-28 00:24:50,Tracy Wright For Dailymail.com
'Being famous is like being a dog on the Tube': Bridgerton star Nicola Coughlan says Netflix period romp has brought unwanted attention as 'people touch you without asking',/tvshowbiz/article-10449307/Nicola-Coughlan-confirms-Bridgerton-season-2-steamy-scenes.html,Bridgerton fans will see Nicola Coughlan return as Penelope Featherington when season two of the smash-hit period drama hits Netflix on March 25.,2022-01-28 00:26:11,Aisha Nozari For Mailonline
"Arnold Schwarzenegger's lookalike son Joseph Baena, 24, flexes his bulging muscles as he talks action star dreams and why he WON'T take his A-lister dad's last name",/tvshowbiz/article-10450051/Arnold-Schwarzeneggers-lookalike-son-Joseph-Baena-talks-aspirations-action-star.html,Arnold Schwarzenegger's lookalike son Joseph Baena spoke candidly about following in his father's footsteps during an interview with INSIDE EDITION on Thursday.,2022-01-28 00:29:29,Carly Johnson For Dailymail.com
"Charlize Theron shares rare photo of daughters Jackson, 10, and August, seven, as she celebrates her mother Gerda's birthday",/tvshowbiz/article-10450143/Charlize-Theron-shares-rare-snap-daughters-celebrates-mother-Gerdas-birthday.html,"Charlize Theron shared a rare image of her daughters Jackson, 10, and August, seven, as the actress celebrated her mother Gerda's birthday on Thursday.",2022-01-28 00:30:22,Ashley Hume For Dailymail.Com
"Sir David Attenborough, 95, is spiked by 'vicious spines' of teddy bear cholla cactus in Sonoran Desert and needs spears removed by PLIERS while filming The Green Planet",/tvshowbiz/article-10449313/Sir-David-Attenborough-spiked-vicious-spines-teddy-bear-cholla-cactus-Sonoran-Desert.html,"Sir David Attenborough, 95, was spiked by the 'vicious spines' of a cactus while filming an episode for his latest documentary series The Green Planet.",2022-01-28 00:31:24,Owen Tonks
MAFS relationship experts reveal why they DON'T regret matching up the past couples whose marriages ended in disaster,/tvshowbiz/article-10449969/MAFS-Australia-2022-Relationship-experts-dont-regret-disastrous-pairings.html,One of the relationship experts from Married At First Sight has responded to criticism of the mismatched couples they've paired up over the years,2022-01-28 00:31:41,Jo Scrimshire For Daily Mail Australia
David Walliams puts on a rare casual display in a grey sweater and joggers as he returns to his hotel following  Britain's Got Talent auditions,/tvshowbiz/article-10449835/David-Walliams-puts-rare-casual-display-grey-sweater-joggers.html,"David Walliams, 50, opted for a more casual look as he dressed down as he arrived at his hotel in London, on Thursday.",2022-01-28 00:34:06,Laura Parkin For Mailonline
'I'm really unhappy with my body': Kerry Katona reveals she avoids gym because 'she worries about people staring' in candid new workout video,/tvshowbiz/article-10450215/Kerry-Katona-reveals-avoids-gym-worries-people-staring.html,"Kerry Katona, 41, has candidly revealed she's 'unhappy with her body' in a new workout video shared to her YouTube.",2022-01-28 00:36:20,Aisha Nozari For Mailonline
