headline_text,article_url,article_preview,date,author
Cody Simpson reveals the one VERY rude thing he missed about Australia while living in the U.S. for a decade,/tvshowbiz/article-10439395/Cody-Simpson-reveals-one-rude-thing-missed-Australia-living-U-S.html,"Singer-songwriter Cody Simpson, 25, has revealed the things he missed the most about his homeland, during an interview with Pedestrian on Tuesday.",2022-01-25 12:59:39,D. Lawrance
"V8 Supercars driver-turned-porn star Renee Gracie says she was 'repulsed' by OnlyFans before joining the adult platform - and now makes $120,000 each month",/tvshowbiz/article-10439525/V8-Supercars-driver-turned-porn-star-Renee-Gracie-says-repulsed-OnlyFans.html,Renee Gracie has revealed that she had to go through a process to become comfortable in her new career as a porn performer.  ,2022-01-25 13:11:26,Marta Jary For Daily Mail Australia
Amanda Holden stops traffic in a bright red dress and a chic matching jacket as she leaves Heart studios,/tvshowbiz/article-10439657/Amanda-Holden-stops-traffic-bright-red-dress-chic-matching-jacket.html,"The BGT star, 50, cut a chic figure in a figure-hugging red midi dress, which she styled with a red coat, worn slung over her shoulders.",2022-01-25 13:54:57,Charlotte Dean For Mailonline
Kanye West 'believes estranged wife Kim Kardashian's relationship with Pete Davidson is FAKE and mocks him for being a bad dresser 'who shops at mall'',/tvshowbiz/article-10439655/Kanye-West-believes-estranged-wife-Kim-Kardashians-relationship-Pete-Davidson-FAKE.html,"It has been claimed that the rapper, 44, has told friends that the beauty, 41, and father of his four children is 'making up story lines for her life' and that he is 'sick of it'.",2022-01-25 14:04:28,Amelia Wynne For Mailonline
Jesinta Franklin reveals daughter Tullulah's new obsession - and it's forced the model to rethink her upcoming second birthday,/tvshowbiz/article-10439499/Jesinta-Franklin-reveals-daughters-new-obsession.html,Jesinta Franklin has revealed her 23-month-old daughter Tullulah is obsessed with spiders and bugs. ,2022-01-25 14:23:14,Caleb Taylor For Daily Mail Australia
'I'm boooootiful!' Rita Ora gets a makeover as she tells fans her hair is growing after ditching extensions and has her teeth whitened,/tvshowbiz/article-10439715/Thrilled-Rita-Ora-tells-fans-hair-growing-taking-extensions.html,"The 31-year-old pop star  took to Instagram on Tuesday to provide an insight into her day, a highlight of which appeared to be informing fans that her hair was growing.",2022-01-25 14:33:15,Millie Payne
Blanca Blanco celebrates her birthday in Beverly Hills... after revealing in her memoir that she was sexually assaulted in her 20s by fake producer,/tvshowbiz/article-10435807/Blanca-Blanco-celebrates-birthday-Beverly-Hills-revealing-sexually-assaulted.html,Blanca Blanco celebrated her birthday in Beverly Hills over the weekend. The Tale Of Tails actress wore a plunging black dress with a diamond necklace as she blew out the candles to a big cake.,2022-01-25 14:42:15,Heidi Parker For Dailymail.com
Nicholas Lyndhurst has 'built up a huge £3.6Mbank balance' - after denying that he is retiring from acting following the death of his son Archie,/tvshowbiz/article-10439799/Nicholas-Lyndhurst-built-huge-3m-bank-balance-denying-retiring-acting.html,Nicholas Lyndhurst reportedly has £3million sitting in his bank account after denying that he is planning to retire from acting following the death of his son.,2022-01-25 14:42:34,Charlotte Dean For Mailonline
Coleen Nolan's Tinder boyfriend Michael Jones is seen for the first time as the pair passionately kiss live on Loose Women - despite claiming he's not interested in fame ,/tvshowbiz/article-10439959/Coleen-Nolans-new-man-Michael-Jones-seen-time-Loose-Women.html,"The 56-year-old presenter met Michael, 58, on Tinder - and the seemingly smitten pair were not afraid to slap on the PDA as they shared a kiss in front of the ITV viewers.",2022-01-25 14:44:07,Millie Payne For Mailonline
"'I'm really proud of her': Peter Andre reveals daughter Princess, 14, is taking on her first paid work as she plans babysitting and dog walking jobs",/tvshowbiz/article-10439911/Peter-Andre-reveals-daughter-Princess-14-taking-paid-work.html,Proud dad Peter Andre has revealed his daughter Princess is taking on her first paid work at 14.,2022-01-25 14:44:27,Eve Buckland For Mailonline
"Rihanna shows off a sports luxe look in thigh-skimming jersey teamed with $1,600 Prada orange gloves as she brings dinner to A$AP Rocky's recording studio ",/tvshowbiz/article-10439971/Rihanna-shows-sports-luxe-dinner-AP-Rockys-recording-studio.html,She's been spending time in New York while her boyfriend A$AP Rocky records new music in the city.,2022-01-25 14:51:04,Joanna Crawley For Mailonline
Carrie Underwood is set to light up the iHeartCountry Music Festival alongside Maren Morris and Thomas Rhett in Texas,/tvshowbiz/article-10439975/Carrie-Underwood-set-light-iHeart-Country-Music-Festival.html,"Carrie Underwood will be appearing at the iHeart Country Music Festival it was revealed on Tuesday. Other stars who will be there include Maren Morris and Thomas Rhett as well as Dustin Lynch,",2022-01-25 14:54:50,Heidi Parker For Dailymail.com
EXCLUSIVE Inside the lavish life of Britain's most famous dog: Ricky Gervais' canine co-star Anti melts hearts with After Life performance and has rubbed paws with many A-listers,/tvshowbiz/article-10439827/EXCLUSIVE-Inside-life-Ricky-Gervais-Life-dog-Anti.html,"She became the unlikely star of Ricky Gervais' Netflix hit After Life. And such was the outpouring of love for Anti the German Shepherd, the comedian was forced to reassure fans he would not kill her.",2022-01-25 14:58:14,Eleanor Sharples For The Daily Mail
"Tom Brady plans to huddle with family before deciding on NFL retirement: Buccaneers QB, 44, says it 'pains' wife Gisele, 41, to see him 'get hit' and his three children 'deserve' to have him around as a father",/tvshowbiz/article-10440049/Tom-Brady-ready-spend-time-wife-Giselle-Bundchen.html,"With his football future unsettled, Tom Brady plans to huddle with his wife Gisele and three kids before deciding if he'll return to the Tampa Bay Buccaneers for a 23rd NFL season in 2022.",2022-01-25 15:17:08,Heidi Parker For Dailymail.com
Anton Du Beke reunites with former Strictly pro Erin Boag for new tour - after admitting he had 'dance envy' during his time on the judging panel,/tvshowbiz/article-10438841/Anton-Du-Beke-reunites-former-Strictly-pro-Erin-Boag-new-tour.html,"He joined the judges panel for the 2021 series of Strictly, marking the first season he was unable to take to the dance floor. ",2022-01-25 15:34:23,Codie Bullen For Mailonline
Nick Jonas and wife Priyanka Chopra spent 'months renovating' their Los Angeles home 'to make it more family-friendly' ahead of birth of first child,/tvshowbiz/article-10440085/Nick-Jonas-Priyanka-Chopra-spent-months-renovating-LA-home-make-family-friendly.html,Nick Jonas and wife Priyanka Chopra spent 'months renovating' their home ahead of the arrival of their first child.,2022-01-25 15:35:29,Deirdre Simonds
Chanel pays tribute to late muse Gaspard Ulliel as bride carries bouquet of black flowers at Paris Fashion Week show - six days after star's tragic death in skiing accident aged 37,/tvshowbiz/article-10440105/Chanel-pays-tribute-late-muse-Gaspard-Ulliel-bride-carries-black-flowers-PFW-show.html,Chanel paid a moving tribute to late muse Gaspard Ulliel at its Spring Summer 2022 show during Paris Fashion Week on Tuesday - six days after the actor's tragic death.,2022-01-25 15:36:59,Eve Buckland For Mailonline
Keeping Up With Kim? Julia Fox wears a black head scarf as she continues to take style inspiration from the reality star while in Paris with her ex Kanye,/tvshowbiz/article-10440025/Julia-Fox-continues-style-inspiration-Kim-Kardashian.html,Julia Fox borrowed yet another look from her boyfriend Kanye West's ex Kim Kardashian as she stepped out during Paris Fashion Week on Tuesday.,2022-01-25 15:46:52,Charlotte Dean For Mailonline
'It's like the baby's got knitting needles!' Pregnant Catherine Tyldesley reveals she's experiencing 'stabbing pains' in her crotch during her third trimester,/tvshowbiz/article-10440121/Pregnant-Catherine-Tyldesley-reveals-shes-experiencing-stabbing-pains.html,"The former Coronation Street actress, 38, compared the extreme discomfort to being stabbed by knitting needles.",2022-01-25 15:48:58,Amelia Wynne For Mailonline
'So happy to give this to you': Gemma Collins reveals she has donated her pink baby grand piano to a children's home,/tvshowbiz/article-10439949/Gemma-Collins-reveals-donated-pink-piano-childrens-home.html,"The former TOWIE star, 40, took to her Instagram Stories on Tuesday and shared a clip of moving men hauling her piano into a truck.",2022-01-25 15:54:34,Sean O'grady For Mailonline
Rochelle Humes exudes autumnal glamour in a burnt orange polo neck and leather culottes as she presents This Morning,/tvshowbiz/article-10439809/Rochelle-Humes-exudes-autumnal-glamour-presents-Morning.html,"The presenter, 32, looked radiant in an figure-hugging orange jumper, that clung to her curves as she filled in for Holly Willoughby.",2022-01-25 15:54:57,Milly Veitch For Mailonline
"Vic Reeves, 63, and his wife Nancy Sorrell, 47, share throwback photos as they celebrate their 19th wedding anniversary",/tvshowbiz/article-10439649/Vic-Reeves-63-Nancy-Sorrell-47-share-throwback-pictures-19th-wedding-anniversary.html,"Vic Reeves and his wife Nancy Sorrell celebrate their 19th wedding anniversary on Tuesday. The comedian, 63 and his wife, 47, took to Instagram to share photos from their wedding.",2022-01-25 15:57:31,Codie Bullen For Mailonline
"Paris Hilton, 40, reveals she wants 'probably two or three' kids and maybe 'twins first' with Carter Reum... after having her eggs extracted for IVF",/tvshowbiz/article-10439933/Paris-Hilton-reveals-wants-probably-two-three-kids-maybe-twins-first.html,Paris Hilton has revealed that she would like to have 'probably two or three' children with her new husband Carter Reum. The 40-year-old has just returned home from an eight-week honeymoon.,2022-01-25 15:58:36,Sameer Suri For Dailymail.com
Kristen Stewart says she might marry her fiancée Dylan Meyer 'this weekend' as she reveals plans to avoid having a big wedding,/tvshowbiz/article-10440273/Kristen-Stewart-says-marry-fianc-e-Dylan-Meyer-weekend.html,The Twilight star made the comments on Monday during an appearance on The Late Show With Stephen Colbert.,2022-01-25 16:01:42,George Stark For Dailymail.com
Addison Rae puts her defined abs on display in crop top as she treats herself to frozen yogurt in LA,/tvshowbiz/article-10440161/Addison-Rae-puts-defined-abs-display-crop-treats-frozen-yogurt-LA.html,"The influencer, 21, showcased her defined abs in a black crop top as she stopped by Go Greek Yogurt in Beverly Hills.",2022-01-25 16:13:12,Christine Rendon For Dailymail.com
AJ Odudu flaunts her VERY toned abs as she shows off her bites after being 'eaten by mosquitos' while in Vietnam,/tvshowbiz/article-10440011/AJ-Odudu-flaunts-toned-abs-says-eaten-mosquitos-Vietnam.html,"The TV presenter, 33, is currently in the country to shoot a new project with Channel 4. Taking to Instagram to update her followers on her trip, she shared a stunning shot of herself in an orange bikini.",2022-01-25 16:21:38,Milly Veitch For Mailonline
Strictly's Nadiya Bychkova and Kai Widdrington are seen leaving the same Leeds hotel following reports they have been 'dating for months',/tvshowbiz/article-10440231/Strictlys-Nadiya-Bychkov-steps-following-reports-dating-Kai-Widdrington.html,Nadiya Bychkova and her Strictly co-star Kai Widdrington were both seen leaving the Dakota hotel in Leeds on Wednesday.,2022-01-25 16:25:17,Charlotte Dean For Mailonline
Jesy Nelson shares snaps from the recording studio after jetting to LA to work on new music - as she moves on from backlash over debut single Boyz,/tvshowbiz/article-10440277/Jesy-Nelson-shares-snaps-recording-studio-works-new-music.html,"Her debut single Boyz peaked at an impressive number four on the UK Singles Chart, yet saw the singer embroiled in rows over miming and blackfishing. ",2022-01-25 16:28:38,Rebecca Lawrence For Mailonline
Maisie Smith teams a 70s crop top with an orange tracksuit and sunglasses as she goes for a stroll in Leeds while on Strictly tour,/tvshowbiz/article-10440255/Maisie-Smith-goes-stroll-Leeds-Strictly-Come-Dancing-tour.html,The former EastEnders star is taking part in the Strictly Come Dancing tour and will perform in Leeds' First Direct Arena on Tuesday and Wednesday.,2022-01-25 16:44:22,Sean O'grady For Mailonline
'I had to block it out': Carol Vorderman reveals her mother forced her to leave her beloved Wales and 'not go back home' after she left her stepfather,/tvshowbiz/article-10440311/Carol-Vorderman-reveals-mother-forced-leave-beloved-Wales.html,"Taking to Instagram with an emotional post, the Countdown star, 61, told how she couldn't return to where she grew up 'for a very long time' due to the family situation.",2022-01-25 16:45:51,Amelia Wynne For Mailonline
"Nicky Hilton is pregnant! The socialite, 38, confirms she is expecting her third child this summer with husband James Rothschild",/tvshowbiz/article-10440455/Nicky-Hilton-pregnant-socialite-38-expecting-child.html,Nicky Hilton is pregnant with her third child with her 37-year-old husband James Rothchild. The 38-year-old sister of Paris Hilton confirmed the happy news to People on Tuesday morning.,2022-01-25 16:49:52,Heidi Parker For Dailymail.com
Kanye West gushes about being 'so close' to his children and wanting to remain 'the best father' following his split from ex Kim Kardashian,/tvshowbiz/article-10440453/Kanye-West-gushes-close-kids-wanting-remain-best-father.html,"Kanye West gushed he is 'so close' to his four children North, Saint, Chicago, and Psalm, since splitting with Kim Kardashian.",2022-01-25 16:56:20,Deirdre Simonds
"'Belle is amazing': Holly Willoughby reveals her 'lovely' daughter, 10, has inherited her strong sense of empathy as she gives a rare insight into motherhood",/tvshowbiz/article-10440399/Holly-Willoughby-gushes-amazing-daughter-Belle-10-rare-insight-motherhood.html,"The presenter, 40, revealed that she was in awe of her 10-year-old's ability to empathise with others - a trait that appears to have been passed on by her.",2022-01-25 17:05:35,Rebecca Lawrence For Mailonline
"Madonna at Magic Mountain! The singer, 63,  rides rollercoasters as she continues celebrating  daughter Mercy's 16th birthday but says 'I can't take this!'",/tvshowbiz/article-10440141/Madonna-Magic-Mountain-singer-63-wears-beanie-ride-roller-coasters.html,"Madonna went all out for her daughter's, Mercy James, sweet 16. The Queen of Pop took her daughter, her son, David Banda and boyfriend Ahlamalik Williams to Magic Mountain.",2022-01-25 17:11:56,Janelle Ash For Dailymail.Com
Ella Eyre shows off her toned figure in a skimpy black bikini and leopard print sun hat as she lives it up on holiday ,/tvshowbiz/article-10440027/Ella-Eyre-shows-toned-figure-skimpy-black-bikini.html,She's been living it up on a tropical holiday in recent days. And Ella Eyre treated her fans to another glimpse at her getaway as she shared a stunning bikini-clad Instagram snap on Tuesday.,2022-01-25 17:13:29,Codie Bullen For Mailonline
"Elton John, 74, tests positive for COVID and is forced to cancel concerts in Dallas: 'He is fully vaccinated and is experiencing mild symptoms' ",/tvshowbiz/article-10440541/Elton-John-74-tests-positive-COVID-forced-cancel-concerts-Dallas.html,"The legendary singer, 74, has been forced to cancel two shows in Dallas, Texas, as a result, it was announced Tuesday.",2022-01-25 17:14:19,George Stark For Dailymail.com
Pioneer Woman Ree Drummond used to 'scratch her head' when told she 'lacks professionalism' but now she 'gets it' as she jokes with her family,/tvshowbiz/article-10440197/Ree-Drummond-jokes-slated-lack-professionalism-decorum-kitchen.html,Ree Drummond joked over the weekend about some of the criticism she receives for her cookery show The Pioneer Woman. The 53-year-old shared an Instagram video from her show.,2022-01-25 17:17:11,Sameer Suri For Dailymail.com
'Enjoy the view': Shirtless Cristiano Ronaldo shows off his rippling abs in a pair of personalised swimming trunks as he enjoys a winter getaway ,/tvshowbiz/article-10440301/Cristiano-Ronaldo-lounges-shirtless-sun-sizzling-snap-winter-break.html,"The footballer, 36, took to Instagram to share a scorching snap of him bathing in the sun shirtless, showing off his chiselled abs.",2022-01-25 17:20:40,Milly Veitch For Mailonline
Arnold Schwarzenegger fan who was involved in car crash initially thought she was 'hallucinating' when she saw star... but is now in pain after incident ,/tvshowbiz/article-10440521/Arnold-Schwarzenegger-fan-involved-crash-thought-hallucinating-saw-him.html,"Habiba Muminova, whose Toyota was struck by Schwarzenegger's car, told TMZ she initially thought she was 'hallucinating' when the actor emerged from his car following the wreck.",2022-01-25 17:42:53,Christine Rendon
'He was one of the FIRST designers to take a major chance on me': Cardi B shares heartfelt tribute for  designer Thierry Mugler after he died at age 73,/tvshowbiz/article-10440617/Cardi-B-shares-tribute-late-fashion-icon-Thierry-Mugler.html,"Cardi B paid tribute to French fashion icon Thierry Mugler, who passed away on Monday at the age of 73. She heaped praise on the designer on Tuesday.",2022-01-25 17:48:41,Ashley Hume
"Sarah Jayne Dunn totally transforms living room of her Cheshire mansion after earning 'up to £7,200 a WEEK' by sharing racy photos on OnlyFans",/tvshowbiz/article-10440545/Sarah-Jayne-Dunn-totally-transforms-living-room-Cheshire-mansion.html,"Sarah Jayne Dunn, 40, has revealed she has totally transformed the living room of her Cheshire mansion, showing off its new neon-lit interiors on social media.",2022-01-25 17:49:47,Aisha Nozari For Mailonline
Jason Derulo is seen leaving an exclusive club with a beautiful mystery woman... four months after splitting from baby mama Jena Frumes,/tvshowbiz/article-10440375/Jason-Derulo-seen-leaving-exclusive-club-beautiful-mystery-woman.html,The crooner was dressed casually in a leather jacket with a T-shirt and ripped jeans as he left the very exclusive club Vicente Bungalows in West Hollywood. His date had on a LBD.,2022-01-25 17:53:56,Heidi Parker For Dailymail.com
EXCLUSIVE: Kim Kardashian puts on a sizzling display as she shows off her taut tummy and famous derriere in silver bikini during SKIMS swimwear commercial with pals,/tvshowbiz/article-10440635/Kim-Kardashian-shows-taut-tummy-famous-derriere-silver-bikini.html,"Jaws dropped as Kim posed up a storm, working her envy-inducing body for the camera, during her beach shoot last week.",2022-01-25 17:57:38,Christine Rendon For Dailymail.com
"Bankrupt Katie Price 'landed a £45,000 deal and didn't pay a penny towards her Mucky Mansion makeover' - after Channel 4 confirmed series will go ahead despite her arrest",/tvshowbiz/article-10440577/Katie-Price-paid-45k-Mucky-Mansion-makeover.html,"The reality TV star, 43, allegedly cashed in with the series, which will air as planned on Wednesday despite her recent arrest on suspicion of breaching her restraining order.",2022-01-25 18:06:39,Laura Fox
Celebrity Ex On The Beach 2022 line-up: Megan Barton Hanson leads the stars as she joins ex James Lock and a host of reality TV favourites for the new series of the MTV show,/tvshowbiz/article-10440663/Celebrity-Ex-Beach-2022-line-Megan-Barton-Hanson-ex-James-Lock-join-new-series.html,Celebrity Ex On The Beach 2022 line-up: Megan Barton Hanson joins ex James Lock and a host of reality TV favourites for the new series of the MTV show.,2022-01-25 18:09:47,Niomi Harris For Mailonline
RHOSLC star Jennie Nguyen is FIRED by Bravo after her racist and anti-vaxx posts resurfaced on social media: 'We failed to take appropriate action',/tvshowbiz/article-10440719/RHOSLC-star-Jennie-Nguyen-FIRED-Bravo-racist-anti-vaxx-posts.html,"In a statement, the network said it has now 'ceased filming' with the reality personality.",2022-01-25 18:11:14,George Stark For Dailymail.com
Miranda take note! Cynthia Nixon goes VERY glam as she ditches drab style on And Just Like That… for chic leggy ensemble in NYC,/tvshowbiz/article-10440505/Cynthia-Nixon-goes-glam-ditches-drab-style-Just-Like-leggy-ensemble.html,Miranda Hobbes may have gone grey and dressed down. But her actress Cynthia Nixon proved this week that in real life she remains very much the flame-haired  fashionista her fans remember.,2022-01-25 18:16:14,Sameer Suri For Dailymail.com
'It's so nostalgic!': Megan Thee Stallion says she is happy to front Coach because as a child  her grandmother used to buy her purses from the brand,/tvshowbiz/article-10440511/Megan-Thee-Stallion-happy-Coach-grandmother-used-buy-Coach-purses.html,"Megan Thee Stallion is the  face of the legendary Coach's spring 2022 campaign, which is called That's My Ride. The rapper called the collaboration 'nostalgic.'",2022-01-25 18:18:04,Ashleigh Gray For Dailymail.Com
Sarah Jayne Dunn bundles up as she runs errands with husband Jonathan Smith - after heaping praise on him for supporting her racy OnlyFans account,/tvshowbiz/article-10440737/Sarah-Jayne-Dunn-bundles-runs-errands-husband-Jonathan-Smith.html,"Sarah Jayne Dunn, 40, wrapped up in an oversized white coat on Tuesday when she stepped out for a stroll with her husband Jonathan Smith.",2022-01-25 18:35:44,Aisha Nozari For Mailonline
"The OC vet Adam Brody, 42, proves he still is in top shape as he shows off his chest after a surf session in Malibu",/tvshowbiz/article-10440571/Adam-Brody-42-proves-shape-shows-chest.html,Adam Brody lets his long hair loose after a surf session on Monday. The 42-year-old actor was spotted changing into white t-shirt and brown sweats after surfing in Malibu.,2022-01-25 18:38:20,Janelle Ash For Dailymail.Com
"Hollyoaks' Joe McGann, 63, 'has SPLIT from wife Tamzin after 16 years of marriage - and he's found love with campaigner Frances Molloy'",/tvshowbiz/article-10440807/Hollyoaks-Joe-McGann-SPLIT-wife-Tamzin-following-16-years-marriage.html,"The soap star, who played the villainous Edward Hutchinson, has reportedly found love again with campaigner Frances Malloy after they fell for each other during the first lockdown.",2022-01-25 18:46:04,Laura Fox For Mailonline
"John Lennon's son Julian is selling The Beatles memorabilia as NFTs so that he can keep original songwriting notes, guitars and iconic costumes",/tvshowbiz/article-10440531/John-Lennons-son-Julian-selling-Beatles-memorabilia-NFTs-originals.html,"The 58-year-old will be selling The Beatles memorabilia as NFTs (non-fungible tokens), which are a form of cryptographic data, which will allow him to keep the originals. ",2022-01-25 18:49:26,Callum Wells For Mailonline
Romee Strijd is engaged! The Victoria's Secret model says yes as Laurens van Leeuwen presents her with a HUGE diamond ring during a skiing vacation in Switzerland,/tvshowbiz/article-10440855/Romee-Strijd-engaged-Laurens-van-Leeuwen.html,The Victoria's Secret catwalk queen shared the news on Instagram on Tuesday morning as she posted several snapshots from the happy moment. She was in the snow in Switzerland.,2022-01-25 18:54:08,Heidi Parker For Dailymail.com
Katya Jones runs into Bruno Tonioli's arms as the Strictly stars bump into each other while strolling separately through the streets of Leeds,/tvshowbiz/article-10440849/Katya-Jones-runs-Bruno-Toniolis-arms-Strictly-stars-bump-other.html,Katya Jones was seen rushing into Bruno Tonioli's arms when the Strictly stars bumped into each other on Tuesday.,2022-01-25 19:05:39,Aisha Nozari For Mailonline
